3
-1.1923e-05,0.0014541,0.0029237,0.0046538,0.0063315,0.0080568,0.0096113,0.011144,0.012992,0.014703,0.016275,0.018497,0.01987,0.01996,0.023183,0.025438,0.026175,0.026219,0.028913,0.030401,0.032097,0.033556,0.03518,0.036622,0.037931,0.039824,0.040799,0.042513,0.043074,0.045118,0.047289,0.048714,0.050448,0.052216,0.054084,0.054315,0.057207,0.058724,0.059908,0.061793,0.06357,0.06519,0.066692,0.068662,0.070404,0.07185,0.072724,0.074841,0.075255,0.078785,0.080664,0.081937,0.082355,0.085907,0.087183,0.088817,0.090437,0.092377,0.093719,0.095358,0.096927,0.098048,0.099059,0.099553,0.10022,0.10214,0.10345,0.10459,0.10554,0.10699,0.10762,0.10773,0.10802,0.10976,0.11067,0.11396,0.11457,0.11588,0.11672,0.11814,0.1184,0.12032,0.12116,0.1222,0.12348,0.12428,0.12573,0.12696,0.12799,0.12873,0.12998,0.13129,0.13221,0.13293,0.1348,0.1366,0.13709,0.13784,0.13855,0.14046,0.14145,0.14217,0.14346,0.14472,0.14551,0.14688,0.14812,0.14936,0.14956,0.15127,0.15214,0.15362,0.15438,0.15569,0.15689,0.15773,0.15883,0.16001,0.16082,0.16238,0.16416,0.16485,0.17084,0.17411,0.1775,0.18114,0.18475,0.1878,0.1916,0.19532,0.19889,0.20236,0.20582,0.20943,0.21301,0.21646,0.22044,0.22433,0.22821,0.23212,0.23604,0.23991,0.24381,0.24759,0.25139,0.25546,0.25932,0.26324,0.26714,0.27102,0.27494,0.27878,0.28273,0.2866,0.29049,0.29439,0.29824,0.30214,0.30604,0.30992,0.31379,0.31771,0.32161,0.32548,0.32938,0.33272,0.33641,0.33955,0.3427,0.34586,0.34894,0.35204,0.35528,0.35838,0.36157,0.3647,0.36788,0.37102,0.37415,0.37734,0.38055,0.38374,0.38696,0.39013,0.39328,0.39644,0.39959,0.40275,0.40587,0.4091,0.41215,0.41545,0.41861,0.42159,0.42468,0.42797,0.4311,0.43406,0.43724,0.44058,0.44381,0.44684,0.4499,0.45311,0.45628,0.45925,0.46244,0.46552,0.46863,0.47177,0.47492,0.47803,0.48107,0.48425,0.48717,0.49018,0.49335,0.4964,0.49987,0.50262,0.50584,0.5086,0.51173,0.51485,0.51796,0.52101,0.52402,0.52692,0.5298,0.5332,0.53655,0.53889,0.54235,0.54529,0.54844,0.55153,0.5548,0.55767,0.56068,0.56379,0.56667,0.56959,0.57235,0.57516,0.5783,0.58102,0.58412,0.58702,0.58988,0.5927,0.59534,0.59855,0.60132,0.60409,0.60704,0.61001,0.61284,0.61563,0.61871,0.62128,0.62446,0.62712,0.63002,0.63291,0.6357,0.63863,0.64175,0.64426,0.64736,0.65035,0.65345,0.6561,0.65877,0.66147,0.66504,0.66967,0.66998,0.67375,0.67665,0.67957,0.68245,0.68546,0.68841,0.69141,0.69441,0.69727,0.70028,0.70339,0.70662,0.70937,0.71209,0.7152,0.71886,0.72143,0.72416,0.7269,0.73009,0.73295,0.73652,0.73874,0.74203,0.74517,0.74848,0.75181,0.75496,0.75776,0.7603,0.76347,0.76643,0.76951,0.77258,0.77556,0.77901,0.78196,0.78467,0.78771,0.79085,0.79389,0.79689,0.79985,0.80292,0.80597,0.809,0.81203,0.81514,0.81821,0.82126,0.82436,0.82729,0.83038,0.83409,0.83892,0.8445,0.85007,0.85566,0.86114,0.86672,0.87228,0.87782,0.88337,0.88895,0.8945,0.90007,0.90559,0.91116,0.91676,0.92313,0.92786,0.93361,0.93905,0.9447,0.95006,0.9557,0.96108,0.96721,0.97276,0.97769,0.98377,0.98946,0.99452,1
-34556,150.58,1.7482,0
-34556,-1.4075,1.9669,0.0027778
44298,-153.75,1.7389,0.0055556
-27268,76.176,1.6047,0.0083333
28676,-61.063,1.6301,0.011111
-10056,87.357,1.6754,0.013889
-52827,40.461,1.8741,0.016667
73717,-202.49,1.6257,0.019444
-1.2346e+05,206.16,1.6325,0.022222
4.7886e+05,-427.36,1.2541,0.025
-1.273e+06,1831.8,3.4628,0.027778
9.7505e+06,-6651.5,-7.2431,0.030556
-1.9477e+08,33535,29.69,0.033333
2.8682e+06,-18602,31.022,0.036111
-3.9114e+06,9137.4,0.50997,0.038889
6.3366e+07,-17313,-17.92,0.041667
-1.2448e+09,1.2286e+05,59.908,0.044444
6.9992e+06,-42036,63.477,0.047222
-4.1103e+06,14519,-10.639,0.05
1.0011e+06,-3835.8,5.2637,0.052778
-3.8664e+05,1257.7,0.89156,0.055556
1.2308e+05,-434.89,2.0923,0.058333
17248,164.71,1.6536,0.061111
-2.4941e+05,239.31,2.236,0.063889
3.5931e+05,-740.23,1.5802,0.066667
-1.1159e+06,1300.9,2.642,0.069444
1.0164e+06,-1962.3,1.9974,0.072222
-3.5144e+06,3264.8,4.2302,0.075
5.2319e+05,-2644.3,4.578,0.077778
-57513,564.09,0.32589,0.080556
-1.3941e+05,189.5,1.962,0.083333
2.1768e+05,-406.62,1.6525,0.086111
-6.1356e+05,725.78,2.2059,0.088889
2.0626e+06,-2528.7,-0.98182,0.091667
-2.2877e+07,9025.1,11.148,0.094444
1.0889e+06,-6846.1,11.652,0.097222
-6.5009e+05,2602.7,-0.62144,0.1
-12886,-356.09,2.787,0.10278
95890,-401.83,1.8902,0.10556
-26580,140.47,1.3976,0.10833
27274,-1.2209,1.645,0.11111
-90186,131.34,1.8558,0.11389
80191,-274.99,1.64,0.11667
-79991,199.1,1.4905,0.11944
3.7403e+05,-218.94,1.4559,0.12222
-1.5932e+06,1403.4,3.1684,0.125
1.164e+06,-2774.5,1.9699,0.12778
-6.2313e+06,4617,5.8698,0.13056
4.2563e+05,-3118.1,6.49,0.13333
-4.3099e+05,1389.8,0.38856,0.13611
1.5165e+06,-1039.6,1.0467,0.13889
-6.3722e+06,4753.1,5.7751,0.14167
4.6434e+05,-3233.8,6.4099,0.14444
-6.2911e+05,1714.7,1.0137,0.14722
1.9324e+05,-693.09,2.317,0.15
-1.1299e+05,253.88,1.5996,0.15278
1.2559e+05,-295.35,1.5324,0.15556
-1.7718e+05,435.48,1.8042,0.15833
50082,-277.98,2.0156,0.16111
1.27e+05,-31.688,1.508,0.16389
-4.0061e+05,565.97,2.3461,0.16667
1.4058e+06,-781.78,2.1041,0.16944
-3.8108e+06,3479.2,4.8295,0.17222
3.0125e+05,-2173.3,5.4752,0.175
4.0242e+05,-1569.5,2.9747,0.17778
-1.4845e+05,751.78,1.4024,0.18056
-2.8357e+05,171.07,2.6058,0.18333
1.9792e+06,-800.99,1.886,0.18611
-5.1948e+06,4852.2,5.7432,0.18889
6.9618e+07,-17642,-12.716,0.19167
-9.0238e+08,1.1557e+05,49.75,0.19444
2.013e+08,-1.75e+05,43.372,0.2
1.6495e+06,-489.59,-7.3373,0.20278
-4.9948e+06,8124.2,5.9521,0.19722
9.5158e+05,-5427.7,8.3909,0.20556
-4.1038e+06,3991.7,3.6528,0.20833
1.6121e+06,-3505.1,3.9491,0.21111
-2.9946e+06,2823.2,3.0569,0.21389
3.5123e+06,-4680.2,1.5059,0.21667
-2.4105e+07,10304,9.5039,0.21944
2.2573e+06,-8743.9,9.9149,0.22222
-2.2084e+06,4247.8,1.289,0.225
2.9667e+05,-1329.3,3.7458,0.22778
4.5494e+05,-409.97,1.9492,0.23056
-1.1647e+06,1337.2,3.1362,0.23333
4.8259e+05,-1469,3.0303,0.23611
-2.1797e+05,631.15,1.815,0.23889
4.5844e+05,-172.05,2.379,0.24167
-1.2148e+06,1248.1,3.4901,0.24444
4.4774e+05,-1453,3.3382,0.24722
18690,226.68,1.8047,0.25
2.6419e+05,299.74,2.4906,0.25278
-1.1321e+06,1034.7,3.728,0.25556
1.752e+05,-1390.9,3.4736,0.25833
6.6635e+05,-407.1,0.10845,0.26111
-4.4563e+06,3197.2,5.139,0.26389
2.2118e+06,-3396.7,5.0406,0.26667
-1.6794e+06,1534.4,3.6567,0.26944
5.7466e+05,-2056.7,3.2844,0.27222
-1.2981e+05,1239.8,1.7222,0.275
-1.0647e+06,855.94,3.7879,0.27778
3.9558e+05,-1447.8,3.3611,0.28056
3.1509e+05,84.652,1.6009,0.28333
-1.2851e+06,1274.5,3.3118,0.28611
8.1912e+05,-1770.6,2.92,0.28889
-1.5651e+06,1590.9,2.6741,0.29167
5.2349e+06,-4232.4,-0.60206,0.29444
-4.9071e+07,15303,13.168,0.29722
3.7067e+06,-13316,13.554,0.3
-3.2077e+06,5763.4,0.59563,0.30278
1.1236e+06,-2636,3.3254,0.30556
-1.748e+06,2338.4,2.8862,0.30833
5.0946e+05,-1648.4,3.4109,0.31111
1.1959e+05,347.6,1.7121,0.31389
-6.0522e+05,780.02,3.0711,0.31667
2.1054e+05,-748.87,3.0973,0.31944
1.5777e+05,-55.075,2.2142,0.32222
4.3457e+05,500.39,2.7369,0.325
-1.3439e+06,1556.9,4.404,0.32778
2.3569e+06,-4744.2,-0.57731,0.33333
-4.9321e+06,7825.8,4.901,0.33056
1.9019e+05,-2500.6,8.6175,0.33611
-1.1802e+05,913.91,-0.8779,0.33889
29287,-244.56,1.3123,0.34167
-7099.1,53.123,0.66369,0.34444
6919.2,-24.412,0.76822,0.34722
-11466,50.454,0.86214,0.35
6211.4,-54.629,0.84939,0.35278
-1271.1,16.131,0.70319,0.35556
168.52,1.9253,0.77046,0.35833
-216.65,3.7269,0.7906,0.36111
-906.14,1.4728,0.80864,0.36389
773.32,-7.9322,0.78629,0.36667
1156.1,0.46201,0.75926,0.36944
-3865.9,12.881,0.80704,0.37222
3110.5,-27.114,0.75795,0.375
-1002.7,9.9509,0.68978,0.37778
88.408,-1.7632,0.72166,0.38056
33.001,-0.73447,0.71198,0.38333
205,-0.34693,0.70774,0.38611
-393.53,2.0608,0.71445,0.38889
647.26,-2.516,0.71269,0.39167
-380.99,5.0521,0.72257,0.39444
-1139.3,0.73956,0.74442,0.39722
1921.2,-12.252,0.70066,0.4
-1391.5,11.202,0.69639,0.40278
525.79,-4.9285,0.72063,0.40556
11.583,1.2481,0.70622,0.40833
-377.14,1.3838,0.7165,0.41111
673.74,-3.0045,0.71021,0.41389
-938.11,4.9168,0.7177,0.41667
879.47,-5.8997,0.71393,0.41944
-551.64,4.5057,0.70843,0.42222
127.07,-1.9003,0.71851,0.425
281.82,-0.41522,0.70949,0.42778
-521.88,2.8825,0.71912,0.43056
342.43,-3.137,0.71814,0.43333
-37.586,0.87588,0.70931,0.43611
9.7178,0.43605,0.71442,0.43889
-199.39,0.54911,0.71824,0.44167
152.65,-1.7671,0.71353,0.44444
356.46,0.027314,0.70671,0.44722
-1363,4.1979,0.72319,0.45
4108.3,-11.598,0.6946,0.45278
-7320.5,36.493,0.79174,0.45556
7090.8,-36.832,0.79061,0.45833
-5591.2,41.812,0.80902,0.46111
1103.5,-10.826,0.90626,0.46389
732.22,-0.41285,0.87091,0.46667
-758.2,6.5453,0.89033,0.46944
-1294.4,-0.44956,0.90908,0.47222
2834.1,-12.499,0.8689,0.475
-2848.9,15.023,0.87707,0.47778
1968.7,-11.466,0.8881,0.48056
-1278.7,7.3578,0.875,0.48333
708.63,-4.676,0.88341,0.48611
33.295,2.0674,0.87514,0.48889
-747.49,2.3819,0.88915,0.49167
355.85,-4.6225,0.88215,0.49444
412.9,-1.218,0.86353,0.49722
-674.85,2.765,0.8685,0.5
879.68,-3.6957,0.86553,0.50278
-580.14,4.8011,0.86909,0.50556
73.611,-0.70219,0.88205,0.50833
60.562,-0.0055727,0.87982,0.51111
-307.56,0.56767,0.88159,0.51389
971.15,-2.3438,0.87599,0.51667
-2240.5,6.8706,0.89031,0.51944
3694.9,-14.11,0.86771,0.52222
-5028,21.666,0.8921,0.525
3553.3,-24.306,0.88406,0.52778
297.14,10.838,0.83965,0.53056
-2615.6,13.662,0.91726,0.53333
-281.77,-9.6561,0.92916,0.53611
2228.9,-12.275,0.86121,0.53889
458.74,9.7077,0.85277,0.54167
-3524.8,14.014,0.92701,0.54444
1142.4,-17.314,0.91723,0.54722
1122.8,-6.4183,0.84178,0.55
816.38,4.8157,0.83644,0.55278
-1753.9,12.722,0.89305,0.55556
-576.85,-3.243,0.92181,0.55833
847.34,-8.5461,0.88568,0.56111
2098,-0.40169,0.85701,0.56389
-4820.8,19.538,0.91764,0.56667
3994.4,-23.516,0.9058,0.56944
-2214.2,14.682,0.87763,0.57222
636.45,-5.7778,0.90506,0.575
-207.28,0.15975,0.88759,0.57778
344.69,-1.7897,0.88248,0.58056
793.85,1.4735,0.88148,0.58333
-2994.6,8.8755,0.91365,0.58611
4713.7,-18.46,0.88448,0.58889
-4161.8,26.512,0.91009,0.59167
-605.19,-9.9174,0.95851,0.59444
4283.3,-15.38,0.8824,0.59722
-8586.7,25.336,0.91394,0.6
12960,-53.177,0.82908,0.60278
-18900,81.725,0.92814,0.60556
14661,-74.227,0.94876,0.60833
-14140,67.539,0.92721,0.61111
6782.2,-49.6,0.97675,0.61389
-1983.2,14.05,0.86554,0.61667
1091.7,-4.5175,0.89529,0.61944
-547.96,5.6838,0.89892,0.62222
526.68,0.67217,0.9183,0.625
351.3,5.4167,0.93658,0.62778
-4486.2,8.4812,0.97699,0.63056
648.03,-30.292,0.91416,0.63333
