artist,patternId,previewImage,palette,templateId
sugary,2741056,http://colourlovers.com.s3.amazonaws.com/images/patterns/2741/2741056.png,F8D096 FB2558 458882 F4802B 502843,208381
sugary,2181082,http://colourlovers.com.s3.amazonaws.com/images/patterns/2181/2181082.png,22192A FA57A7 C1A8F2 F8EFCD E9C56E,131202
sugary,2067295,http://colourlovers.com.s3.amazonaws.com/images/patterns/2067/2067295.png,7B8A88 FD4724 D5CAB0 A58C7A 271B1F,none
sugary,2191911,http://colourlovers.com.s3.amazonaws.com/images/patterns/2191/2191911.png,ECEAE0 F12626 FDA473 5BBBB7 241E32,144546
sugary,2842484,http://colourlovers.com.s3.amazonaws.com/images/patterns/2842/2842484.png,FCEACF FFC581 D7DEB4 FB386F 748D8C,231949
sugary,2789823,http://colourlovers.com.s3.amazonaws.com/images/patterns/2789/2789823.png,F8EBD4 C0CAB6 FBD584 FD976F 8B8091,223332
sugary,2945637,http://colourlovers.com.s3.amazonaws.com/images/patterns/2945/2945637.png,F3D38F FE2D6D 2A273C A4C99D 099F87,213125
sugary,1580023,http://colourlovers.com.s3.amazonaws.com/images/patterns/1580/1580023.png,282020 CFB214 E61970 1BA077 573E35,76365
sugary,2975116,http://colourlovers.com.s3.amazonaws.com/images/patterns/2975/2975116.png,EBE9DC FED9D0 FA96AC A5D1CC 343340,251814
sugary,2660010,http://colourlovers.com.s3.amazonaws.com/images/patterns/2660/2660010.png,2F2422 584D45 FA6116 7D0029 33312F,209273
sugary,1564635,http://colourlovers.com.s3.amazonaws.com/images/patterns/1564/1564635.png,F8E9A4 E7E1BC D3D4A5 E4C280 BCA57E,75895
sugary,1642873,http://colourlovers.com.s3.amazonaws.com/images/patterns/1642/1642873.png,DAD2AB A90744 F9F6F0 F24826 6E5D49,82949
sugary,2578377,http://colourlovers.com.s3.amazonaws.com/images/patterns/2578/2578377.png,EBE5D0 CFB2BB FFCC9F 97CFBF 272221,197877
sugary,2420322,http://colourlovers.com.s3.amazonaws.com/images/patterns/2420/2420322.png,2D1515 A6D906 FFD490 FF0781 9C19FE,175199
sugary,2035141,http://colourlovers.com.s3.amazonaws.com/images/patterns/2035/2035141.png,FDFDD9 0DE5DB E6B594 845C71 3D3448,124686
sugary,2652111,http://colourlovers.com.s3.amazonaws.com/images/patterns/2652/2652111.png,CA3A62 FDB277 FFE1A1 6C5A63 72AE9C,208306
sugary,2712732,http://colourlovers.com.s3.amazonaws.com/images/patterns/2712/2712732.png,7B9A9A F6A74B FDF2AB FC572A 363740,215159
sugary,1736273,http://colourlovers.com.s3.amazonaws.com/images/patterns/1736/1736273.png,F7B913 FA7810 037A71 22D28C 251A33,85669
sugary,2255743,http://colourlovers.com.s3.amazonaws.com/images/patterns/2255/2255743.png,DAE0D4 ABC0B7 B1A194 FD4C82 312721,153637
sugary,2237518,http://colourlovers.com.s3.amazonaws.com/images/patterns/2237/2237518.png,231E2E A07A8C DCCEAD 94CECD FD4272,none
sugary,2374165,http://colourlovers.com.s3.amazonaws.com/images/patterns/2374/2374165.png,EBE6D5 FFDABE FDA591 FFF3D5 343850,169046
sugary,2253894,http://colourlovers.com.s3.amazonaws.com/images/patterns/2253/2253894.png,EF340F A80549 F79B30 2A9E9E 1F1C33,153356
sugary,1910585,http://colourlovers.com.s3.amazonaws.com/images/patterns/1910/1910585.png,FBFBFB E2DEBB 9AB7AF EFC69F 3A3256,109225
sugary,2964640,http://colourlovers.com.s3.amazonaws.com/images/patterns/2964/2964640.png,FEF3E3 70D0D4 FAB4DA 803478 1E1136,68837
sugary,1832423,http://colourlovers.com.s3.amazonaws.com/images/patterns/1832/1832423.png,F3EADD 0F9C9C 493155 CE9472 E94E85,99752
sugary,1703185,http://colourlovers.com.s3.amazonaws.com/images/patterns/1703/1703185.png,353137 C447C5 2BECE4 F9BA3F F41645,87872
sugary,2185121,http://colourlovers.com.s3.amazonaws.com/images/patterns/2185/2185121.png,FCF9F0 BCEBDE F0E8CE FFA387 98978F,143728
sugary,2237682,http://colourlovers.com.s3.amazonaws.com/images/patterns/2237/2237682.png,1B1B25 FF3424 040228 E2C275 C8022C,150679
sugary,1344128,http://colourlovers.com.s3.amazonaws.com/images/patterns/1344/1344128.png,C5FDFF 2B2538 101623 333C64 1E2337,38449
sugary,1736237,http://colourlovers.com.s3.amazonaws.com/images/patterns/1736/1736237.png,EBD0A6 9C0188 E91313 F99934 230202,85669
sugary,2993691,http://colourlovers.com.s3.amazonaws.com/images/patterns/2993/2993691.png,D0CB93 A6B890 CE9770 B9485A 402F3F,250021
sugary,1814077,http://colourlovers.com.s3.amazonaws.com/images/patterns/1814/1814077.png,D7D7B6 F25613 B91300 0F8A7F 630A00,97539
sugary,1440727,http://colourlovers.com.s3.amazonaws.com/images/patterns/1440/1440727.png,161213 08ECB7 CD034F F4E60D CA0895,38257
sugary,1342344,http://colourlovers.com.s3.amazonaws.com/images/patterns/1342/1342344.png,BDF71B 44F589 0CCACA 192533 038C56,40668
sugary,2796774,http://colourlovers.com.s3.amazonaws.com/images/patterns/2796/2796774.png,E1DBCC EC4189 FFC1AE ADBCBA FFF4D1,226337
sugary,2812095,http://colourlovers.com.s3.amazonaws.com/images/patterns/2812/2812095.png,DCD9CB FBEEC7 74A59E FC478F 988C88,228520
sugary,1933067,http://colourlovers.com.s3.amazonaws.com/images/patterns/1933/1933067.png,251519 E4AC16 FE123E A01677 5E2929,112002
sugary,2883041,http://colourlovers.com.s3.amazonaws.com/images/patterns/2883/2883041.png,CDB2A1 D88386 F6D2B8 F8E0C6 FFECDB,138464
sugary,2879172,http://colourlovers.com.s3.amazonaws.com/images/patterns/2879/2879172.png,C3AAA5 D76483 EF9CA4 FFC2BB F6E5CB,188224
sugary,2993091,http://colourlovers.com.s3.amazonaws.com/images/patterns/2993/2993091.png,EBDFC7 FA497B FFAE65 C3BAAB FEFBEE,169046
sugary,2597852,http://colourlovers.com.s3.amazonaws.com/images/patterns/2597/2597852.png,11F5A5 FC4E26 1E182A FADD9F FEA712,200987
sugary,2740936,http://colourlovers.com.s3.amazonaws.com/images/patterns/2740/2740936.png,FB2B83 FDE3B0 FBAE63 7B5E57 CAC294,219378
sugary,2829275,http://colourlovers.com.s3.amazonaws.com/images/patterns/2829/2829275.png,DDDCC1 BDB99F D4CFA1 DDBC83 3B2A3C,230645
sugary,2925793,http://colourlovers.com.s3.amazonaws.com/images/patterns/2925/2925793.png,FEFEEA 544F60 A08D87 E1C8C3 FCB4B8,240527
sugary,2615209,http://colourlovers.com.s3.amazonaws.com/images/patterns/2615/2615209.png,C68C7F FFCB94 DE5060 E5DEC7 533D3D,203631
sugary,1854745,http://colourlovers.com.s3.amazonaws.com/images/patterns/1854/1854745.png,C9FE8A E9D474 A5D2C2 ED3128 0C0F23,102110
sugary,2856915,http://colourlovers.com.s3.amazonaws.com/images/patterns/2856/2856915.png,C3DCC2 FEEABD FCBA72 734457 E94C2D,234940
